0.000000	8.506426	Canis familiaris
\	360.338593	1176.476685
5.085363	5.825052	Lus meg 1 1 1
\	1908.911499	3639.017822
10.599410	11.650105	Lus meg 1 1 1
\	1663.198608	3230.361328
10.784332	11.128960	Non identifie
\	858.748779	-1.000000
11.128960	12.364577	Canis familiaris
\	287.318420	1022.496521
15.356956	16.399245	Canis familiaris
\	345.314728	1315.257568
17.290235	21.055925	Non identifie
\	465.870056	-1.000000
21.190414	22.627764	Canis familiaris
\	391.036987	1072.365845
22.106620	25.023349	Lus meg 1 1 1
\	2180.171387	3458.918213
28.049350	29.015989	Canis familiaris
\	330.503815	858.748779
31.999963	33.353258	Canis familiaris
\	273.329193	1047.253296
35.858114	36.480126	Canis familiaris
\	259.538239	998.090942
36.530559	36.732292	Non identifie
\	156.017334	10629.841797
38.119210	43.053273	Non identifie
\	959.874451	-1.000000
40.094516	41.262889	Canis familiaris
\	360.338593	1373.602051
45.129446	52.736476	Canis familiaris
\	193.459625	1558.968872
45.474074	46.491146	Lus meg 1 1 1
\	1730.940186	2910.857666
47.987336	49.307008	Hyla meridionalis 1 2
\	1565.109741	3175.211182
59.334840	59.998879	Lus meg 1 1 1
\	1380.977051	2810.236816
