0.000000	2.790646	Hip pol 1 1 4
\	1745.697998	9397.530273
0.277383	0.588389	Cya cae 0 2 1
\	6770.592773	9669.596680
1.487784	16.996040	Cloche
\	299.243073	2576.530029
2.076173	4.303646	Cer bra 1 2 4
\	5501.971680	7985.307129
3.101651	5.001308	Syl atr 1 1 4
\	1422.371948	3574.437012
4.001046	6.749664	Fri coe 1 1 4
\	1479.555908	7985.307129
5.034930	13.306000	Cya cae 0 2 4
\	6904.186035	19102.781250
6.514308	6.942992	Syl atr 0 1 1
\	2325.343262	3650.875000
6.800097	8.556859	Lus meg 1 1 4
\	1578.306519	16484.822266
6.892558	9.868126	Cor one 1 2 4
\	536.069946	2694.762695
8.102959	10.078265	Syl atr 1 1 4
\	1724.119019	3807.875488
9.977398	11.994733	Phy col 1 1 4
\	3536.723877	7040.169922
10.364054	12.305738	Tur mer 1 1 4
\	1259.666138	2880.159668
10.717088	12.658772	Emb cit 1 1 4
\	3768.102051	6510.408203
11.145771	11.490399	Lus meg 1 1 1
\	1208.251343	2880.159668
12.053571	19.744658	Hip pol 1 1 4
\	1441.264648	9132.609375
12.717611	14.550022	Syl atr 1 1 1
\	2298.650391	3848.003662
13.499328	15.962156	Fri coe 1 1 4
\	1578.306519	10043.779297
16.996040	21.593881	Cya cae 0 2 4
\	6704.678711	9669.596680
17.122123	23.106881	Syl atr 1 1 4
\	1789.432983	3848.003662
18.862074	19.089024	Lus meg 0 1 1
\	1348.454102	2044.337891
19.257135	23.249776	Tur mer 0 1 4
\	1441.264648	2298.650391
19.862336	21.593881	Emb cit 1 1 4
\	4269.457520	7109.069824
20.795353	23.106881	Cot cot 1 1 4
\	1558.204712	3009.349365
21.921698	24.678721	Fri coe 1 1 4
\	1403.646484	17423.326172
24.334093	24.493799	Non identifie
\	603.574951	1109.433594
24.619882	28.175433	Phy col 1 1 4
\	3143.199707	7608.851562
25.157838	26.939816	Tur mer 1 1 1
\	1518.532104	2462.414795
26.023610	28.015728	Syl atr 0 1 4
\	1902.223145	3689.605713
27.032277	28.520061	Emb cit 0 2 1
\	7040.169922	8623.431641
27.326472	28.940339	Emb cit 1 1 4
\	4587.504395	7109.069824
28.520061	52.290982	Hip pol 1 1 4
\	1441.264648	9487.416992
35.530297	40.287844	Phy col 1 1 4
\	3317.326660	7109.069824
35.732031	37.959504	Cor one 1 2 4
\	558.174011	2434.511963
38.875710	40.951883	Oiseau sp. 1 4
\	1015.733032	1833.950317
39.926405	46.070868	Cor one 1 2 1
\	391.841064	1538.280396
43.221384	44.507434	Phy col 1 1 4
\	3689.605713	7608.851562
44.616707	46.356657	Fri coe 1 1 4
\	1460.325439	11039.385742
46.566796	50.248431	Emb cit 0 2 4
\	4540.853027	6197.881348
46.961857	50.004670	Cor one 1 2 1
\	650.614197	2068.766602
48.273125	49.878586	Cot cot 1 1 4
\	1702.730835	3389.166260
50.399731	51.921137	Syl atr 1 1 4
\	2068.766602	4494.611328
51.988382	52.870965	Tur mer 1 1 1
\	1498.957764	2576.530029
52.459093	55.165683	Fri coe 1 1 4
\	1578.306519	8541.169922
55.165683	56.376083	Phy col 1 1 4
\	3650.875000	9132.609375
55.888561	57.653728	Syl atr 1 1 4
\	1972.336060	4269.457520
55.955805	59.998879	Hip pol 1 1 4
\	1538.280396	9948.986328
56.535789	58.485879	Emb cit 1 1 4
\	4096.381348	7757.435059
56.897228	58.679207	Tur mer 1 1 4
\	1403.646484	2880.159668
58.679207	59.998879	Emb cit 0 1 4
\	4054.062500	6837.093750
