0.000000	59.712230	Hip pol 1 1 4
\	1420.728149	7336.783203
0.000000	59.968525	Ala arv 1 1 4
\	1635.674438	8094.567871
0.440647	1.933453	Tur mer 1 1 1
\	1366.828003	3233.869629
2.320144	2.945144	Non identifie
\	713.806885	1393.604370
2.711331	9.469424	Ana pla 1 2 4
\	1518.457275	2585.152588
4.689748	6.205036	Tro tro 0 2 4
\	4071.717041	8094.567871
6.155576	6.955935	Emb cal 1 1 4
\	4488.140625	9048.483398
6.245504	8.651079	Tur mer 1 1 4
\	1462.073486	3036.446289
8.498201	19.357014	Tro tro 0 2 4
\	2114.957275	12323.240234
11.047662	13.008094	Lus meg 1 1 4
\	1759.085205	4623.439453
13.008094	14.482914	Tur mer 1 1 1
\	1547.197998	3310.564453
15.908273	17.702338	Tur mer 0 1 4
\	1905.733398	3495.382812
17.922662	19.586331	Tur mer 1 1 1
\	1650.755615	2941.481201
19.235612	19.586331	Eri rub 1 2 1
\	6503.849609	8679.208008
20.440647	21.236511	Emb cir 0 1 4
\	3577.174561	4521.639648
20.948741	25.944245	Tro tro 0 2 4
\	1275.778320	9563.568359
21.115108	25.013489	Lus meg 1 1 4
\	2188.367432	2988.658203
22.535971	23.637590	Tur mer 1 1 4
\	1561.708130	3133.887451
22.643885	30.737410	Ana pla 1 2 4
\	1407.122437	2481.118652
25.912770	28.201439	Syl atr 1 1 4
\	2207.017578	5125.383789
26.452338	26.780576	Eri rub 1 2 4
\	6411.714355	8038.146484
27.981115	32.063849	Tro tro 0 2 4
\	1250.508911	9831.224609
30.719424	31.807554	Tur mer 1 1 4
\	1591.009033	3233.869629
32.338129	32.558453	Eri rub 1 2 1
\	6597.180176	8559.248047
33.619604	33.947842	Lus meg 0 2 1
\	1327.304077	2263.692383
34.586331	36.641187	Tur mer 1 1 4
\	1200.935059	2714.495361
34.685252	35.211331	Tro tro 0 2 4
\	1140.736084	11277.936523
35.633993	35.863309	Eri rub 1 2 1
\	6739.443848	8619.034180
36.133094	37.504496	Emb cal 1 1 4
\	4454.855957	8094.567871
37.900180	39.766187	Otu sco 0 1 1
\	1200.935059	1547.197998
38.169964	38.435252	Eri rub 1 2 1
\	6275.717773	8800.717773
39.010791	39.509892	Tro tro 0 2 4
\	1071.007935	9563.568359
40.885791	42.108813	Eri rub 1 2 1
\	6457.635254	8440.824219
42.221223	42.981115	Cya cae 0 2 1
\	5968.418457	8151.354980
42.419065	44.195144	Tur mer 1 1 1
\	1434.420898	2871.845215
43.875899	44.069245	Eri rub 1 2 1
\	6787.479004	8382.182617
44.694245	47.940647	Syl atr 1 1 4
\	2008.325684	3745.574463
45.800360	46.438849	Tro tro 0 2 4
\	1164.583374	9302.708984
46.659173	46.888489	Eri rub 1 2 1
\	6366.089844	8382.182617
48.160971	53.125000	Ana pla 1 2 4
\	1059.646606	2627.713379
49.581835	52.059353	Syl atr 0 1 4
\	1774.962891	4488.140625
51.344424	51.632194	Eri rub 1 2 1
\	6550.363770	8382.182617
53.408273	54.019784	Lus meg 0 2 4
\	1434.420898	9111.427734
54.222122	54.815647	Col pal 1 5 4
\	908.026611	11829.916016
54.325540	55.732914	Tur mer 1 1 4
\	1518.457275	3133.887451
54.815647	56.672662	Syl atr 0 1 4
\	2133.133301	3604.791748
57.378597	58.250899	Col pal 1 5 4
\	567.279602	15301.625000
58.830935	59.397482	Lus meg 0 2 4
\	1188.739868	8559.248047
