0.000000	55.199305	Ala arv 1 1 4
\	986.143555	6965.293457
0.285789	1.353295	Cis jun 1 1 1
\	5997.092773	9150.002930
0.579984	1.857629	Emb cal 1 1 4
\	4461.666504	6675.198730
2.488045	4.572624	Emb cal 1 1 4
\	2138.488770	19604.523438
3.883368	4.278429	Upu epo 0 1 1
\	403.035339	787.444580
4.984496	6.951397	Cis jun 1 1 1
\	5869.142578	8869.079102
5.429991	5.690563	Pic pic 1 2 1
\	1709.231079	2982.845703
8.825837	9.027570	Pic pic 1 2 4
\	1927.708618	3597.378418
9.431037	11.843432	Emb cal 1 1 1
\	2084.259766	19801.308594
10.784332	11.507210	Cloche
\	468.750793	1103.913940
11.658510	17.777757	Mouche
\	-1.000000	2809.455811
12.028355	13.608600	Pic pic 1 2 4
\	1732.580078	2947.496094
14.381911	18.567880	Cis jun 1 1 1
\	5681.788086	9341.853516
18.122385	19.845525	Non identifie
\	745.022217	1229.910278
18.735991	20.938247	Emb cal 1 1 1
\	2307.597900	19604.523438
20.064069	22.955581	Cloche
\	801.860291	1002.485046
21.055925	22.350381	Syl com 1 1 4
\	2193.774902	6534.294922
21.055925	25.989988	Cis jun 1 1 1
\	5932.808594	8418.561523
23.148909	23.964248	Syl com 1 1 4
\	2676.640381	5322.958984
23.804543	24.930888	Tur mer 1 1 1
\	1551.941772	2644.228760
25.578116	27.856022	Emb cal 1 1 4
\	2084.259766	19025.437500
27.856022	37.093731	Cis jun 1 1 1
\	5806.089355	8777.229492
29.074828	30.352473	Gallus gallus
\	637.717773	1877.505981
31.840257	33.176741	Syl com 1 1 4
\	2111.243652	5997.092773
33.227174	34.723364	Tur mer 1 1 1
\	1573.766602	2456.192627
33.538180	33.714697	Non identifie
\	2193.774902	5559.864746
35.286536	36.765915	Lul arb 0 1 4
\	2250.137207	3639.027100
36.698670	37.850232	Syl com 1 1 4
\	2486.781494	6127.532227
39.279177	40.027271	Syl com 0 1 1
\	1595.803223	2676.640381
39.909594	42.128661	Syl atr 1 1 4
\	2425.897705	3809.697021
42.960811	43.977884	Syl com 1 1 4
\	2221.820312	6396.084961
45.331179	46.810557	Gallus gallus
\	526.494751	922.331360
45.574940	45.919568	Hyla meridionalis 0 1
\	1877.505981	2843.468018
47.020696	47.735169	Tur mer 1 1 1
\	1595.803223	2580.337646
54.316721	58.317767	Lus meg 1 1 4
\	1852.765747	4562.199707
55.115250	59.956851	Non identifie
\	5869.142578	14357.104492
55.619583	56.561006	Syl com 1 1 1
\	2517.666016	5265.148438
56.224783	57.435184	Upu epo 0 1 1
\	413.725494	717.414978
57.090556	59.788740	Pic pic 1 2 4
\	1732.580078	4218.652832
58.519501	59.755118	Ala arv 0 1 4
\	2031.066040	3240.078125
