"recording_id","initial_time","final_time","species","confidence","correct_identification"
"1","18","21","Luscinia megarhynchos","0.1483","TRUE"
"1","22","25","Burhinus oedicnemus","0.116","FALSE"
"1","24","27","Strix aluco","0.2415","TRUE"
"1","26","29","Strix aluco","0.6013","TRUE"
"1","30","33","Strix aluco","0.7411","TRUE"
"1","32","35","Strix aluco","0.4915","TRUE"
"1","38","41","Burhinus oedicnemus","0.1269","FALSE"
"1","42","45","Luscinia megarhynchos","0.1289","TRUE"
"1","44","47","Luscinia megarhynchos","0.1241","TRUE"
"1","46","49","Strix aluco","0.4076","TRUE"
"1","54","57","Chloris chloris","0.1665","FALSE"
"2","4","7","Remiz pendulinus","0.111","FALSE"
"2","6","9","Anthus trivialis","0.1408","FALSE"
"2","8","11","Remiz pendulinus","0.6121","FALSE"
"2","8","11","Emberiza cirlus","0.1074","FALSE"
"2","10","13","Sturnus unicolor","0.1764","FALSE"
"2","12","15","Remiz pendulinus","0.1078","FALSE"
"2","12","15","Emberiza cirlus","0.1063","FALSE"
"2","14","17","Emberiza cirlus","0.2047","FALSE"
"2","14","17","Emberiza cia","0.1762","FALSE"
"2","14","17","Phylloscopus bonelli","0.1559","FALSE"
"2","14","17","Phoenicurus phoenicurus","0.1527","FALSE"
"2","14","17","Anthus trivialis","0.1519","FALSE"
"2","16","19","Cettia cetti","0.2307","FALSE"
"2","16","19","Acrocephalus arundinaceus","0.1386","FALSE"
"2","16","19","Phoenicurus phoenicurus","0.1058","FALSE"
"2","22","25","Remiz pendulinus","0.1472","FALSE"
"2","22","25","Emberiza schoeniclus","0.1107","FALSE"
"2","24","27","Emberiza schoeniclus","0.1358","FALSE"
"2","24","27","Remiz pendulinus","0.1107","FALSE"
"2","26","29","Remiz pendulinus","0.1739","FALSE"
"2","26","29","Emberiza schoeniclus","0.1665","FALSE"
"2","28","31","Emberiza cirlus","0.398","FALSE"
"2","32","35","Curruca communis","0.1941","TRUE"
"2","32","35","Cettia cetti","0.1711","FALSE"
"2","32","35","Emberiza cirlus","0.123","FALSE"
"2","34","37","Remiz pendulinus","0.1346","FALSE"
"2","36","39","Anthus trivialis","0.1197","FALSE"
"2","42","45","Emberiza cia","0.2044","FALSE"
"2","42","45","Hippolais polyglotta","0.1644","FALSE"
"2","44","47","Anthus trivialis","0.15","FALSE"
"2","44","47","Hippolais polyglotta","0.1057","FALSE"
"2","48","51","Remiz pendulinus","0.2442","FALSE"
"2","56","59","Hippolais polyglotta","0.1592","FALSE"
"3","18","21","Lanius senator","0.5496","FALSE"
"3","18","21","Anthus campestris","0.1033","FALSE"
"4","0","3","Luscinia megarhynchos","0.9989","TRUE"
"4","2","5","Luscinia megarhynchos","0.9887","TRUE"
"4","4","7","Emberiza cirlus","0.2731","FALSE"
"4","6","9","Luscinia megarhynchos","0.887","TRUE"
"4","8","11","Luscinia megarhynchos","0.999","TRUE"
"4","10","13","Luscinia megarhynchos","0.998","TRUE"
"4","12","15","Luscinia megarhynchos","0.9982","TRUE"
"4","14","17","Luscinia megarhynchos","0.4065","TRUE"
"4","16","19","Luscinia megarhynchos","0.7996","TRUE"
"4","18","21","Luscinia megarhynchos","0.2705","TRUE"
"4","20","23","Luscinia megarhynchos","0.4522","TRUE"
"4","22","25","Luscinia megarhynchos","0.911","TRUE"
"4","24","27","Luscinia megarhynchos","0.9421","TRUE"
"4","26","29","Luscinia megarhynchos","0.9269","TRUE"
"4","26","29","Hippolais polyglotta","0.1022","FALSE"
"4","28","31","Luscinia megarhynchos","0.9896","TRUE"
"4","30","33","Luscinia megarhynchos","0.9914","TRUE"
"4","32","35","Luscinia megarhynchos","0.9799","TRUE"
"4","34","37","Luscinia megarhynchos","0.9677","TRUE"
