0.000000	59.956851	Vent
\	-1.000000	11094.577148
2.983973	3.404251	Syl atr 0 1 1
\	2493.047363	4095.929932
9.170465	9.649582	Syl atr 0 1 1
\	2654.437012	3921.809814
18.248468	19.576547	Syl atr 0 1 1
\	2157.744629	4464.093262
20.913030	22.325164	Emb cal 1 1 1
\	5214.025879	7755.441406
21.526636	23.291804	Non identifie
\	4400.826172	5287.378906
22.039375	24.476987	Syl atr 1 1 1
\	1889.375244	4276.607422
24.426554	25.073782	Oiseau sp. 1 1
\	1646.208130	4215.638184
26.057233	26.334616	Non identifie
\	4316.107910	-1.000000
26.981844	28.562089	Syl atr 1 1 1
\	1986.925293	4215.638184
30.394501	36.387664	Syl atr 1 1 1
\	1226.236450	4095.929932
30.646668	36.438098	Non identifie
\	4215.638184	5668.022949
39.371638	40.935072	Syl atr 1 1 1
\	2302.186279	4792.395996
51.399993	53.593843	Syl atr 0 1 1
\	2229.074951	4464.093262
56.989689	59.990474	Syl atr 1 1 4
\	2122.733154	4338.334473
59.326435	59.956851	Cya cae 0 2 1
\	3002.099365	7056.422363
