0.000000	45.045870	Vent
\	-1.000000	312.030670
0.000000	59.993789	Ort sp. 1 4
\	4182.707520	-1.000000
0.042107	11.756223	Mouche
\	154.642059	1768.832886
1.178991	43.959514	Ort sp. 1 4
\	4786.405762	5322.677734
1.288469	3.882248	Syl atr 1 1 1
\	2782.104980	4126.117676
2.265347	7.604491	Non identifie
\	1615.510254	2041.928711
8.379256	9.212971	Fri coe 1 1 1
\	2345.233154	3826.401367
13.238382	14.619486	Mouche
\	288.708466	1112.715332
14.998447	27.790498	Mouche
\	265.923645	3960.256104
15.840584	17.171159	Fri coe 1 1 1
\	2074.079346	3852.861328
16.177438	17.524856	Emb cit 1 1 1
\	4014.899902	4850.736328
24.927234	25.297774	Fri coe 1 3 1
\	2490.593506	3620.183594
26.022011	27.681020	Emb cit 1 1 1
\	3987.498535	4850.736328
32.169606	44.464796	Mouche
\	232.727203	4154.330566
35.041291	35.268668	Fri coe 1 3 1
\	2584.946289	3304.925781
38.232988	39.058281	Emb cit 1 1 1
\	3933.173096	4948.650879
45.045870	55.673630	Vent
\	56.180943	11779.855469
51.648219	53.383019	Oiseau sp. 1 1
\	2417.065918	4386.045410
55.673630	60.052750	Vent
\	-1.000000	317.946625
55.673630	59.993789	Mouche
\	254.728882	2156.114502
