0.000000	2.050360	Hir rus 1 2 1
\	4499.066895	7309.718262
0.000000	48.489209	Tibicina haematodes 1 4
\	5226.547363	6851.318848
0.341727	2.841727	Pas dom 1 2 1
\	2764.247070	4887.369141
4.946043	7.562950	Syl atr 1 1 1
\	1796.997681	4397.931152
5.161871	5.530576	Cya cae 0 2 1
\	7522.283691	9505.593750
7.733813	9.523381	Hir rus 1 2 1
\	4637.042480	6753.069336
11.879496	14.001799	Pas dom 1 2 1
\	2652.662109	5111.260742
14.478417	21.924460	Non identifie
\	1311.741821	7051.719238
15.863309	17.850719	Syl atr 1 1 1
\	1685.126221	4602.208496
18.606115	26.196043	Hir rus 1 2 1
\	4397.931152	6802.033691
22.661871	24.361511	Syl atr 1 1 1
\	2018.865479	4499.066895
24.424460	25.575540	Sax ola 0 2 1
\	3274.925049	4742.922363
27.212230	30.782374	Pas dom 1 2 1
\	2903.062500	4637.042480
28.875899	59.937050	Hir rus 1 2 1
\	4266.136230	6753.069336
31.357914	33.498201	Syl atr 1 1 1
\	2036.727417	4814.672363
33.543165	33.794964	Pas dom 1 2 1
\	2764.247070	4814.672363
39.487410	39.712230	Pas dom 0 2 1
\	3248.982178	4533.223145
44.604317	45.746403	Pas dom 0 2 1
\	2696.858398	4742.922363
49.325540	60.000000	Tibicina haematodes 1 4
\	4850.901855	7576.300781
52.248201	52.491007	Pas dom 1 2 1
\	3072.058594	5073.330566
57.544964	57.886691	Pas dom 1 2 1
\	2419.664307	5073.330566
