Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	10.0	13.0	150	15000	bcnher	Black-crowned Night-Heron	0.4716
2	Spectrogram 1	1	12.0	15.0	150	15000	bcnher	Black-crowned Night-Heron	0.5499
3	Spectrogram 1	1	18.0	21.0	150	15000	bcnher	Black-crowned Night-Heron	0.1432
4	Spectrogram 1	1	22.0	25.0	150	15000	bcnher	Black-crowned Night-Heron	0.1592
5	Spectrogram 1	1	30.0	33.0	150	15000	bcnher	Black-crowned Night-Heron	0.6195
6	Spectrogram 1	1	38.0	41.0	150	15000	bcnher	Black-crowned Night-Heron	0.1263
7	Spectrogram 1	1	40.0	43.0	150	15000	bcnher	Black-crowned Night-Heron	0.2527
8	Spectrogram 1	1	42.0	45.0	150	15000	bcnher	Black-crowned Night-Heron	0.3564
9	Spectrogram 1	1	44.0	47.0	150	15000	bcnher	Black-crowned Night-Heron	0.4798
10	Spectrogram 1	1	46.0	49.0	150	15000	bcnher	Black-crowned Night-Heron	0.3844
11	Spectrogram 1	1	48.0	51.0	150	15000	bcnher	Black-crowned Night-Heron	0.3448
12	Spectrogram 1	1	50.0	53.0	150	15000	bcnher	Black-crowned Night-Heron	0.4499
13	Spectrogram 1	1	52.0	55.0	150	15000	bcnher	Black-crowned Night-Heron	0.4537
14	Spectrogram 1	1	54.0	57.0	150	15000	bcnher	Black-crowned Night-Heron	0.2032
